section,latency_us
engine: sweep 10 levels,15.916
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16.041
engine: sweep 10 levels,16.792
engine: sweep 10 levels,16.167
engine: sweep 10 levels,16.084
engine: sweep 10 levels,16.209
engine: sweep 10 levels,16.167
engine: sweep 10 levels,16.916
engine: sweep 10 levels,16.292
engine: sweep 10 levels,16.5
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.75
engine: sweep 10 levels,16.291
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.083
engine: sweep 10 levels,16.5
engine: sweep 10 levels,16
engine: sweep 10 levels,16.458
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.916
engine: sweep 10 levels,15.667
engine: sweep 10 levels,16.417
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.625
engine: sweep 10 levels,16.375
engine: sweep 10 levels,16.708
engine: sweep 10 levels,16.625
engine: sweep 10 levels,16.083
engine: sweep 10 levels,15.791
engine: sweep 10 levels,15.958
engine: sweep 10 levels,15.583
engine: sweep 10 levels,30.791
engine: sweep 10 levels,16.542
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.709
engine: sweep 10 levels,16.042
engine: sweep 10 levels,15.959
engine: sweep 10 levels,16.208
engine: sweep 10 levels,15.625
engine: sweep 10 levels,24.958
engine: sweep 10 levels,15.125
engine: sweep 10 levels,26.833
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.458
engine: sweep 10 levels,16.042
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.167
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.333
engine: sweep 10 levels,20.75
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15
engine: sweep 10 levels,14.791
engine: sweep 10 levels,14.792
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.084
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.333
engine: sweep 10 levels,14.833
engine: sweep 10 levels,14.708
engine: sweep 10 levels,14.833
engine: sweep 10 levels,14.792
engine: sweep 10 levels,15.167
engine: sweep 10 levels,20.208
engine: sweep 10 levels,15.583
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.666
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.958
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.667
engine: sweep 10 levels,16.042
engine: sweep 10 levels,16
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.666
engine: sweep 10 levels,16.625
engine: sweep 10 levels,16.167
engine: sweep 10 levels,16.458
engine: sweep 10 levels,16.916
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.666
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.917
engine: sweep 10 levels,16
engine: sweep 10 levels,16.084
engine: sweep 10 levels,15.958
engine: sweep 10 levels,16.083
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.958
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16.167
engine: sweep 10 levels,16.375
engine: sweep 10 levels,16.625
engine: sweep 10 levels,16.333
engine: sweep 10 levels,36
engine: sweep 10 levels,19.625
engine: sweep 10 levels,17
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.333
engine: sweep 10 levels,23.875
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.041
engine: sweep 10 levels,19.583
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.417
engine: sweep 10 levels,16.166
engine: sweep 10 levels,16.333
engine: sweep 10 levels,16.375
engine: sweep 10 levels,17.583
engine: sweep 10 levels,20
engine: sweep 10 levels,20.125
engine: sweep 10 levels,19.125
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.25
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.458
engine: sweep 10 levels,25.75
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16
engine: sweep 10 levels,15.583
engine: sweep 10 levels,16.625
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.459
engine: sweep 10 levels,16
engine: sweep 10 levels,16.416
engine: sweep 10 levels,16.291
engine: sweep 10 levels,19.666
engine: sweep 10 levels,19.916
engine: sweep 10 levels,17.625
engine: sweep 10 levels,15.959
engine: sweep 10 levels,15.042
engine: sweep 10 levels,14.958
engine: sweep 10 levels,14.875
engine: sweep 10 levels,14.834
engine: sweep 10 levels,15.417
engine: sweep 10 levels,14.833
engine: sweep 10 levels,15
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.375
engine: sweep 10 levels,23.5
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.792
engine: sweep 10 levels,16.209
engine: sweep 10 levels,16.292
engine: sweep 10 levels,16.5
engine: sweep 10 levels,33.208
engine: sweep 10 levels,16.375
engine: sweep 10 levels,46.167
engine: sweep 10 levels,16.583
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.5
engine: sweep 10 levels,16.042
engine: sweep 10 levels,16
engine: sweep 10 levels,16.333
engine: sweep 10 levels,16.042
engine: sweep 10 levels,16.209
engine: sweep 10 levels,16.292
engine: sweep 10 levels,16.541
engine: sweep 10 levels,16.125
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.958
engine: sweep 10 levels,15.583
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.334
engine: sweep 10 levels,40.917
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.416
engine: sweep 10 levels,17.375
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.666
engine: sweep 10 levels,16.041
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.292
engine: sweep 10 levels,14.958
engine: sweep 10 levels,15.166
engine: sweep 10 levels,19.25
engine: sweep 10 levels,15.875
engine: sweep 10 levels,17.125
engine: sweep 10 levels,17.375
engine: sweep 10 levels,15.916
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.041
engine: sweep 10 levels,14.833
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,14.958
engine: sweep 10 levels,19.292
engine: sweep 10 levels,14.833
engine: sweep 10 levels,14.875
engine: sweep 10 levels,14.875
engine: sweep 10 levels,14.625
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.666
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15
engine: sweep 10 levels,15.083
engine: sweep 10 levels,14.958
engine: sweep 10 levels,14.916
engine: sweep 10 levels,14.916
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.792
engine: sweep 10 levels,16.25
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.625
engine: sweep 10 levels,16.084
engine: sweep 10 levels,15.084
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.417
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.333
engine: sweep 10 levels,24.333
engine: sweep 10 levels,15.458
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.708
engine: sweep 10 levels,16.125
engine: sweep 10 levels,16.667
engine: sweep 10 levels,16.75
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.334
engine: sweep 10 levels,14.917
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15
engine: sweep 10 levels,15.417
engine: sweep 10 levels,14.958
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.584
engine: sweep 10 levels,20
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.042
engine: sweep 10 levels,14.917
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.542
engine: sweep 10 levels,16
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.584
engine: sweep 10 levels,16.125
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.625
engine: sweep 10 levels,16.541
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.625
engine: sweep 10 levels,14.916
engine: sweep 10 levels,15.25
engine: sweep 10 levels,36.5
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.416
engine: sweep 10 levels,16.042
engine: sweep 10 levels,16.334
engine: sweep 10 levels,19.584
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.791
engine: sweep 10 levels,16
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.167
engine: sweep 10 levels,14.917
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15
engine: sweep 10 levels,15.208
engine: sweep 10 levels,14.75
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.833
engine: sweep 10 levels,16.25
engine: sweep 10 levels,16.292
engine: sweep 10 levels,16.375
engine: sweep 10 levels,16.625
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.792
engine: sweep 10 levels,16.583
engine: sweep 10 levels,16.209
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.125
engine: sweep 10 levels,14.792
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.5
engine: sweep 10 levels,20.625
engine: sweep 10 levels,15.542
engine: sweep 10 levels,16.458
engine: sweep 10 levels,16.167
engine: sweep 10 levels,16.291
engine: sweep 10 levels,29.375
engine: sweep 10 levels,16.833
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.25
engine: sweep 10 levels,172.583
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.666
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16.042
engine: sweep 10 levels,15.334
engine: sweep 10 levels,14.75
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.083
engine: sweep 10 levels,19.958
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15
engine: sweep 10 levels,15
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15
engine: sweep 10 levels,15
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.542
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15
engine: sweep 10 levels,14.959
engine: sweep 10 levels,14.625
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.292
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.834
engine: sweep 10 levels,16
engine: sweep 10 levels,16.041
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.75
engine: sweep 10 levels,16.166
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.791
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.542
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.208
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15
engine: sweep 10 levels,14.958
engine: sweep 10 levels,19.625
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.334
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.084
engine: sweep 10 levels,14.958
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.291
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.166
engine: sweep 10 levels,19.833
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.375
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.125
engine: sweep 10 levels,14.916
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.083
engine: sweep 10 levels,14.959
engine: sweep 10 levels,15.459
engine: sweep 10 levels,14.917
engine: sweep 10 levels,15
engine: sweep 10 levels,14.916
engine: sweep 10 levels,14.833
engine: sweep 10 levels,14.75
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.375
engine: sweep 10 levels,14.875
engine: sweep 10 levels,15.041
engine: sweep 10 levels,15.375
engine: sweep 10 levels,14.917
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16.125
engine: sweep 10 levels,16.166
engine: sweep 10 levels,16
engine: sweep 10 levels,15.75
engine: sweep 10 levels,16.5
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.792
engine: sweep 10 levels,16.167
engine: sweep 10 levels,15.416
engine: sweep 10 levels,18.708
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.916
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.917
engine: sweep 10 levels,15.541
engine: sweep 10 levels,19.541
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.666
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.75
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.75
engine: sweep 10 levels,17
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.166
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.458
engine: sweep 10 levels,16.083
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.375
engine: sweep 10 levels,20.417
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.916
engine: sweep 10 levels,16.625
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.958
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.583
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.083
engine: sweep 10 levels,15.042
engine: sweep 10 levels,19.584
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.208
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.584
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.459
engine: sweep 10 levels,15.792
engine: sweep 10 levels,15.417
engine: sweep 10 levels,14.916
engine: sweep 10 levels,14.625
engine: sweep 10 levels,14.833
engine: sweep 10 levels,14.833
engine: sweep 10 levels,15.208
engine: sweep 10 levels,16.458
engine: sweep 10 levels,15.875
engine: sweep 10 levels,16.083
engine: sweep 10 levels,16.208
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.209
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.458
engine: sweep 10 levels,15.084
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.417
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.541
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.375
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.708
engine: sweep 10 levels,15.667
engine: sweep 10 levels,15.5
engine: sweep 10 levels,16
engine: sweep 10 levels,16.041
engine: sweep 10 levels,16.166
engine: sweep 10 levels,16
engine: sweep 10 levels,16.5
engine: sweep 10 levels,16.291
engine: sweep 10 levels,15.958
engine: sweep 10 levels,16.125
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.334
engine: sweep 10 levels,15.542
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.125
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.042
engine: sweep 10 levels,15.5
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.416
engine: sweep 10 levels,15.333
engine: sweep 10 levels,15.167
engine: sweep 10 levels,15.292
engine: sweep 10 levels,15.834
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.709
engine: sweep 10 levels,15.25
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.875
engine: sweep 10 levels,15.833
engine: sweep 10 levels,15.625
engine: sweep 10 levels,15.75
engine: sweep 10 levels,15.666
engine: sweep 10 levels,21.167
engine: sweep 10 levels,16.125
engine: sweep 10 levels,16.291
engine: sweep 10 levels,16.333
engine: sweep 10 levels,15.375
